loss_D_fake,loss_D_real,loss_D,loss_G_GAN,loss_G_L1,loss_G
0.47184,0.47966,0.47575,1.45851,6.89732,8.35583
0.49022,0.50629,0.49826,1.46888,6.84115,8.31003
0.49515,0.50832,0.50174,1.45957,6.81398,8.27355
0.49435,0.50969,0.50202,1.45427,6.83616,8.29044
0.50090,0.51413,0.50752,1.45981,6.85259,8.31240
0.49962,0.51307,0.50635,1.45533,6.86306,8.31839
0.50445,0.51767,0.51106,1.45738,6.85340,8.31078
0.50408,0.51711,0.51059,1.45308,6.86850,8.32159
0.50376,0.51502,0.50939,1.45332,6.86310,8.31642
0.48553,0.49344,0.48949,1.45349,6.88476,8.33825
0.49552,0.51193,0.50372,1.46643,6.77829,8.24472
0.50156,0.51620,0.50888,1.45945,6.75438,8.21383
0.49838,0.51413,0.50626,1.45904,6.76003,8.21906
0.50128,0.51704,0.50916,1.46350,6.77063,8.23413
0.50637,0.52133,0.51385,1.46234,6.77636,8.23870
0.50681,0.52052,0.51366,1.46300,6.77015,8.23315
0.50703,0.52070,0.51386,1.45822,6.78443,8.24266
0.50801,0.52010,0.51405,1.45417,6.78625,8.24043
0.47837,0.48092,0.47964,1.46076,6.80594,8.26670
0.49132,0.49675,0.49403,1.48289,6.72429,8.20718
0.50070,0.50354,0.50212,1.48302,6.68820,8.17121
0.50220,0.50631,0.50426,1.47405,6.70612,8.18017
0.50525,0.50999,0.50762,1.48191,6.71240,8.19431
0.50465,0.51256,0.50860,1.47912,6.71781,8.19693
0.50634,0.51538,0.51086,1.47612,6.71274,8.18886
0.50397,0.51354,0.50876,1.47310,6.73157,8.20467
0.50447,0.51292,0.50870,1.47276,6.73044,8.20320
0.48179,0.48751,0.48465,1.46354,6.75713,8.22068
0.49634,0.50831,0.50233,1.50038,6.68339,8.18377
0.49519,0.50846,0.50183,1.48391,6.67780,8.16171
0.49513,0.50881,0.50197,1.47795,6.68569,8.16364
0.49716,0.50918,0.50317,1.47963,6.68514,8.16476
0.49883,0.51072,0.50477,1.48172,6.68471,8.16642
0.50127,0.51218,0.50672,1.48466,6.67709,8.16175
0.50065,0.51167,0.50616,1.47996,6.68959,8.16955
0.50082,0.50932,0.50507,1.48088,6.68773,8.16860
0.48068,0.48355,0.48211,1.48589,6.74551,8.23140
0.49717,0.50802,0.50259,1.51273,6.66987,8.18261
0.50086,0.51299,0.50693,1.50635,6.64261,8.14895
0.49636,0.51111,0.50374,1.49816,6.64698,8.14513
0.50114,0.51423,0.50768,1.49641,6.64694,8.14335
0.50209,0.51504,0.50857,1.49154,6.63928,8.13082
0.49961,0.51426,0.50693,1.49164,6.63659,8.12823
0.49954,0.51313,0.50633,1.48995,6.65727,8.14722
0.49945,0.51177,0.50561,1.48977,6.65178,8.14155
0.48958,0.49280,0.49119,1.50769,6.65676,8.16445
0.49136,0.50264,0.49700,1.52151,6.60030,8.12181
0.49458,0.50449,0.49953,1.51534,6.55916,8.07450
0.49233,0.50417,0.49825,1.51208,6.57018,8.08226
0.49191,0.50302,0.49747,1.51771,6.57329,8.09100
0.49602,0.50722,0.50162,1.51529,6.57123,8.08652
0.49849,0.50896,0.50373,1.51380,6.57268,8.08649
0.49787,0.50814,0.50300,1.51008,6.59545,8.10553
0.49782,0.50612,0.50197,1.50932,6.59499,8.10431
0.48009,0.47958,0.47984,1.51175,6.67244,8.18420
0.50141,0.51240,0.50691,1.53649,6.57170,8.10819
0.49931,0.50930,0.50430,1.52875,6.52712,8.05587
0.49838,0.51146,0.50492,1.51689,6.53644,8.05333
0.49810,0.50953,0.50381,1.51405,6.54389,8.05794
0.49489,0.50668,0.50079,1.51848,6.54274,8.06122
0.49575,0.50949,0.50262,1.52762,6.54722,8.07484
0.49559,0.50891,0.50225,1.52325,6.56684,8.09008
0.49862,0.50784,0.50323,1.52440,6.56515,8.08955
0.47224,0.47409,0.47317,1.52609,6.59297,8.11906
0.49072,0.50764,0.49918,1.54859,6.52185,8.07044
0.49013,0.50298,0.49655,1.53395,6.49072,8.02467
0.49099,0.50396,0.49748,1.53351,6.50591,8.03942
0.49555,0.50685,0.50120,1.53500,6.49101,8.02601
0.49588,0.50641,0.50115,1.53060,6.48914,8.01974
0.49774,0.50699,0.50236,1.52856,6.48080,8.00935
0.49626,0.50505,0.50066,1.52585,6.49803,8.02389
0.49461,0.50068,0.49765,1.52887,6.49490,8.02378
0.48119,0.48643,0.48381,1.54310,6.56098,8.10408
0.49064,0.50287,0.49675,1.55565,6.47771,8.03336
0.48642,0.49775,0.49209,1.55269,6.46637,8.01906
0.49161,0.50363,0.49762,1.55165,6.47222,8.02387
0.49106,0.50151,0.49629,1.55315,6.47802,8.03117
0.49356,0.50401,0.49878,1.55604,6.47980,8.03584
0.49737,0.50576,0.50156,1.55351,6.47420,8.02772
0.49562,0.50424,0.49993,1.54841,6.49347,8.04188
0.49635,0.50387,0.50011,1.54791,6.49418,8.04209
0.47645,0.48283,0.47964,1.51024,6.48193,7.99218
0.48718,0.50540,0.49629,1.53198,6.43444,7.96643
0.48866,0.50333,0.49600,1.53394,6.40876,7.94269
0.49455,0.51003,0.50229,1.52709,6.41491,7.94200
0.49889,0.51219,0.50554,1.52572,6.41310,7.93882
0.49574,0.50935,0.50255,1.52818,6.41395,7.94213
0.49851,0.51040,0.50445,1.52642,6.41075,7.93717
0.49457,0.50771,0.50114,1.52624,6.42911,7.95535
0.49490,0.50588,0.50039,1.52889,6.42954,7.95843
0.48051,0.48560,0.48305,1.52106,6.45738,7.97844
0.48796,0.50267,0.49532,1.54457,6.38532,7.92989
0.49520,0.50763,0.50141,1.54235,6.36980,7.91215
0.49304,0.50823,0.50063,1.54110,6.37289,7.91400
0.49343,0.50755,0.50049,1.54639,6.36729,7.91368
0.49441,0.50621,0.50031,1.54567,6.37337,7.91904
0.49474,0.50652,0.50063,1.54998,6.36847,7.91845
0.49460,0.50595,0.50028,1.54480,6.38812,7.93292
0.49557,0.50493,0.50025,1.54896,6.38978,7.93874
0.47853,0.47554,0.47703,1.51623,6.47599,7.99222
0.48151,0.49125,0.48638,1.55017,6.36144,7.91161
0.48570,0.49556,0.49063,1.55179,6.34827,7.90006
0.48682,0.49786,0.49234,1.55525,6.35758,7.91284
0.48779,0.49952,0.49366,1.55717,6.35542,7.91259
0.48997,0.49954,0.49475,1.56260,6.34398,7.90658
0.49361,0.50300,0.49830,1.56403,6.34285,7.90688
0.49114,0.50086,0.49600,1.55954,6.36176,7.92130
0.49205,0.49990,0.49597,1.55531,6.36034,7.91565
0.47617,0.47187,0.47402,1.56922,6.38491,7.95413
0.52603,0.52734,0.52668,1.61988,6.30855,7.92843
0.51582,0.52196,0.51889,1.57559,6.28118,7.85677
0.50345,0.51327,0.50836,1.56548,6.29322,7.85870
0.49951,0.51046,0.50499,1.56268,6.29945,7.86213
0.49973,0.50813,0.50393,1.56807,6.29937,7.86744
0.49819,0.50706,0.50262,1.56457,6.29290,7.85747
0.49535,0.50444,0.49990,1.56298,6.31586,7.87884
0.49663,0.50246,0.49955,1.56231,6.31931,7.88162
0.47509,0.47822,0.47666,1.57339,6.33847,7.91186
0.48827,0.49903,0.49365,1.59062,6.26842,7.85904
0.48657,0.49592,0.49125,1.59537,6.24305,7.83842
0.48386,0.49479,0.48933,1.59652,6.25504,7.85156
0.48940,0.49839,0.49390,1.60208,6.26152,7.86360
0.49204,0.50135,0.49669,1.60142,6.26624,7.86765
0.49398,0.50292,0.49845,1.59689,6.26291,7.85979
0.49109,0.49951,0.49530,1.59399,6.28175,7.87573
0.48988,0.49700,0.49344,1.59399,6.28693,7.88093
0.48137,0.47851,0.47994,1.60472,6.32795,7.93267
0.47631,0.48561,0.48096,1.63325,6.26278,7.89603
0.47812,0.49014,0.48413,1.62698,6.24475,7.87173
0.47740,0.49078,0.48409,1.62262,6.24929,7.87191
0.48036,0.49378,0.48707,1.62956,6.25775,7.88732
0.47848,0.49189,0.48519,1.63274,6.26314,7.89588
0.48085,0.49412,0.48749,1.62837,6.26239,7.89076
0.48054,0.49374,0.48714,1.62152,6.28114,7.90266
0.48123,0.49181,0.48652,1.62189,6.28043,7.90232
0.48628,0.48659,0.48644,1.58032,6.27670,7.85702
0.48732,0.49736,0.49234,1.60703,6.22094,7.82797
0.48797,0.49977,0.49387,1.60018,6.21022,7.81040
0.48333,0.49606,0.48969,1.59899,6.21510,7.81410
0.48323,0.49531,0.48927,1.59916,6.22371,7.82287
0.48330,0.49330,0.48830,1.60628,6.21942,7.82569
0.48528,0.49460,0.48994,1.61919,6.22424,7.84343
0.48325,0.49394,0.48860,1.61627,6.24749,7.86377
0.48198,0.49090,0.48644,1.61653,6.25175,7.86828
0.47774,0.47971,0.47873,1.63311,6.25623,7.88935
0.48857,0.49815,0.49336,1.65493,6.18657,7.84149
0.48934,0.50142,0.49538,1.63946,6.16391,7.80337
0.49230,0.50465,0.49848,1.62963,6.18223,7.81186
0.49587,0.50307,0.49947,1.62823,6.17988,7.80812
0.49619,0.50385,0.50002,1.63006,6.18471,7.81478
0.49568,0.50300,0.49934,1.62758,6.18316,7.81074
0.49418,0.50025,0.49722,1.62059,6.20026,7.82085
0.49382,0.49874,0.49628,1.61982,6.19965,7.81947
0.46043,0.46142,0.46093,1.65227,6.24783,7.90010
0.47559,0.48400,0.47980,1.66750,6.16933,7.83682
0.47741,0.48463,0.48102,1.66275,6.14066,7.80340
0.47253,0.48411,0.47832,1.67361,6.15865,7.83226
0.47881,0.49044,0.48462,1.67147,6.16309,7.83456
0.48090,0.49093,0.48591,1.67429,6.16640,7.84070
0.48342,0.49400,0.48871,1.66594,6.15951,7.82545
0.47973,0.49133,0.48553,1.66025,6.17205,7.83230
0.48007,0.49013,0.48510,1.65903,6.17424,7.83327
0.46867,0.47563,0.47215,1.63711,6.21434,7.85145
0.47119,0.48190,0.47654,1.67228,6.14975,7.82203
0.47204,0.48323,0.47764,1.67814,6.12096,7.79910
0.47324,0.48579,0.47952,1.66856,6.14131,7.80987
0.47655,0.48786,0.48220,1.66412,6.14238,7.80650
0.47919,0.49061,0.48490,1.66427,6.13466,7.79893
0.47987,0.49155,0.48571,1.66446,6.12827,7.79273
0.47902,0.49070,0.48486,1.65922,6.14639,7.80562
0.47892,0.48936,0.48414,1.65956,6.14718,7.80674
0.46334,0.46078,0.46206,1.65324,6.16898,7.82222
0.47269,0.47940,0.47604,1.69031,6.10694,7.79725
0.47070,0.48093,0.47581,1.68879,6.09297,7.78176
0.46985,0.48166,0.47576,1.68145,6.11420,7.79565
0.47116,0.48160,0.47638,1.68579,6.12791,7.81370
0.47221,0.48014,0.47617,1.69772,6.13224,7.82996
0.47491,0.48171,0.47831,1.69843,6.12491,7.82334
0.47371,0.48174,0.47773,1.69283,6.14645,7.83928
0.48481,0.49041,0.48761,1.69424,6.14441,7.83865
0.45032,0.45049,0.45041,1.61922,6.16933,7.78854
0.45437,0.46921,0.46179,1.65827,6.08806,7.74633
0.45113,0.46256,0.45684,1.67776,6.07508,7.75284
0.45617,0.46711,0.46164,1.68560,6.08412,7.76972
0.46365,0.47384,0.46874,1.68804,6.08731,7.77535
0.46386,0.47346,0.46866,1.69088,6.08060,7.77148
0.46497,0.47504,0.47000,1.68705,6.07684,7.76389
0.46564,0.47490,0.47027,1.68163,6.09438,7.77601
0.46779,0.47542,0.47161,1.68000,6.09154,7.77155
0.44479,0.44124,0.44302,1.68545,6.10744,7.79290
0.45714,0.46981,0.46347,1.71638,6.05263,7.76901
0.45995,0.47491,0.46743,1.71030,6.02974,7.74004
0.46699,0.47696,0.47198,1.71189,6.05101,7.76290
0.47289,0.48300,0.47795,1.71621,6.05006,7.76627
0.47318,0.48372,0.47845,1.71836,6.05583,7.77418
0.47320,0.48242,0.47781,1.71557,6.04499,7.76056
0.46978,0.48012,0.47495,1.71841,6.06659,7.78500
0.46552,0.47526,0.47039,1.72791,6.07646,7.80437
0.46038,0.46692,0.46365,1.78257,6.15348,7.93604
0.46856,0.48124,0.47490,1.77424,6.08762,7.86185
0.46333,0.47646,0.46990,1.75960,6.06298,7.82258
0.46539,0.47967,0.47253,1.75231,6.06692,7.81923
0.47014,0.48436,0.47725,1.75360,6.06705,7.82065
0.47466,0.48572,0.48019,1.74475,6.06585,7.81060
0.47383,0.48473,0.47928,1.74034,6.06084,7.80118
0.46838,0.48110,0.47474,1.73559,6.07850,7.81408
0.47112,0.48090,0.47601,1.72991,6.07732,7.80723
0.46628,0.47319,0.46974,1.68480,6.07060,7.75539
0.45791,0.47579,0.46685,1.72942,6.01204,7.74145
0.45876,0.47325,0.46600,1.75176,6.00567,7.75743
0.45672,0.47153,0.46413,1.77409,6.02065,7.79475
0.47060,0.48517,0.47788,1.78678,6.03407,7.82085
0.46821,0.48460,0.47641,1.78690,6.05333,7.84023
0.46882,0.48565,0.47724,1.77396,6.05132,7.82529
0.46647,0.48347,0.47497,1.77352,6.06574,7.83926
0.46725,0.48144,0.47434,1.76355,6.06296,7.82651
0.45393,0.45020,0.45207,1.73831,6.05614,7.79444
0.45724,0.46324,0.46024,1.76493,6.00997,7.77489
0.46154,0.46900,0.46527,1.76192,5.99441,7.75633
0.46780,0.47460,0.47120,1.74956,6.00834,7.75790
0.47226,0.48023,0.47625,1.73821,6.00907,7.74728
0.47281,0.48055,0.47668,1.74042,6.01728,7.75770
0.47033,0.47790,0.47412,1.74193,6.00833,7.75026
0.47011,0.47811,0.47411,1.73965,6.02617,7.76583
0.47034,0.47753,0.47394,1.73813,6.02162,7.75974
0.44968,0.45690,0.45329,1.77910,6.06920,7.84831
0.45008,0.46280,0.45644,1.81513,5.98184,7.79697
0.45789,0.46854,0.46322,1.76907,5.94810,7.71717
0.46171,0.47493,0.46832,1.76960,5.96001,7.72961
0.46127,0.47556,0.46842,1.76344,5.95385,7.71729
0.46107,0.47306,0.46707,1.77159,5.96715,7.73874
0.46481,0.47850,0.47165,1.76969,5.97085,7.74054
0.46313,0.47682,0.46997,1.76307,5.99113,7.75420
0.46296,0.47406,0.46851,1.76069,5.99291,7.75359
0.45074,0.44932,0.45003,1.74772,6.00479,7.75252
0.46709,0.47909,0.47309,1.78352,5.96788,7.75140
0.46580,0.47884,0.47232,1.80123,5.97548,7.77671
0.46277,0.47643,0.46960,1.81194,5.97705,7.78899
0.45957,0.47452,0.46704,1.80481,5.98334,7.78815
0.46262,0.47477,0.46870,1.80505,5.99243,7.79748
0.46471,0.47645,0.47058,1.79071,5.98301,7.77371
0.45942,0.47144,0.46543,1.78361,5.99369,7.77730
0.45985,0.47138,0.46562,1.78032,5.99399,7.77430
0.44925,0.45716,0.45320,1.73948,6.02422,7.76370
0.44790,0.46810,0.45800,1.79453,5.95017,7.74470
0.44642,0.46468,0.45555,1.80192,5.94848,7.75040
0.44903,0.46366,0.45635,1.81496,5.95205,7.76700
0.45469,0.46963,0.46216,1.80934,5.96008,7.76942
0.45376,0.46712,0.46044,1.80985,5.96194,7.77180
0.45682,0.47073,0.46378,1.81041,5.95256,7.76297
0.45509,0.46810,0.46159,1.81218,5.96785,7.78002
0.45456,0.46667,0.46061,1.81303,5.97051,7.78354
0.44011,0.44328,0.44170,1.85848,6.00920,7.86768
0.43539,0.45250,0.44394,1.87251,5.94719,7.81970
0.44082,0.46061,0.45071,1.87141,5.92224,7.79366
0.43548,0.45485,0.44516,1.88642,5.94846,7.83487
0.44135,0.46086,0.45111,1.87557,5.95291,7.82848
0.45087,0.46533,0.45810,1.86563,5.95106,7.81669
0.45616,0.46902,0.46259,1.84951,5.94484,7.79435
0.45498,0.46927,0.46213,1.83631,5.95988,7.79620
0.45495,0.46756,0.46126,1.82799,5.96103,7.78902
0.42990,0.43405,0.43198,1.80709,5.97931,7.78640
0.42572,0.43255,0.42913,1.86966,5.94114,7.81080
0.42606,0.43684,0.43145,1.88611,5.91363,7.79973
0.46526,0.47928,0.47227,1.90533,5.92415,7.82947
0.45981,0.47411,0.46696,1.88603,5.92403,7.81006
0.45711,0.46889,0.46300,1.87941,5.92190,7.80131
0.46006,0.46881,0.46443,1.87241,5.91540,7.78782
0.45651,0.46430,0.46041,1.86894,5.92980,7.79874
0.45388,0.46134,0.45761,1.87114,5.93730,7.80844
0.44154,0.44226,0.44190,1.79818,5.96985,7.76803
0.43314,0.44905,0.44110,1.83253,5.91119,7.74371
0.43657,0.45316,0.44486,1.85129,5.88951,7.74080
0.43237,0.44579,0.43908,1.87228,5.89683,7.76912
0.43967,0.45114,0.44540,1.87594,5.91651,7.79245
0.43797,0.44924,0.44360,1.87103,5.91838,7.78941
0.44465,0.45501,0.44983,1.86849,5.91561,7.78411
0.44121,0.45290,0.44706,1.86213,5.92466,7.78679
0.44332,0.45315,0.44824,1.85975,5.92650,7.78625
0.42998,0.43488,0.43243,1.85234,5.92464,7.77698
0.41234,0.42932,0.42083,1.93525,5.88413,7.81937
0.42419,0.43834,0.43126,1.91768,5.86897,7.78665
0.43380,0.44792,0.44086,1.90635,5.87911,7.78546
0.43700,0.45282,0.44491,1.91057,5.88435,7.79491
0.44536,0.45823,0.45179,1.90664,5.88748,7.79412
0.44937,0.45870,0.45403,1.89728,5.87551,7.77279
0.44490,0.45637,0.45063,1.89055,5.89040,7.78094
0.44451,0.45425,0.44938,1.88654,5.89162,7.77816
0.42689,0.42621,0.42655,1.86973,5.88501,7.75474
0.43516,0.44867,0.44192,1.91285,5.86473,7.77758
0.43526,0.44882,0.44204,1.90668,5.84855,7.75524
0.43417,0.44924,0.44171,1.91918,5.86921,7.78839
0.44449,0.45833,0.45141,1.91876,5.86211,7.78088
0.44552,0.45850,0.45201,1.91701,5.86527,7.78228
0.44350,0.45681,0.45016,1.90937,5.85423,7.76360
0.44674,0.45887,0.45280,1.90220,5.87463,7.77683
0.44337,0.45546,0.44942,1.90008,5.87322,7.77330
0.39619,0.40030,0.39824,1.91570,5.94147,7.85717
0.42080,0.43560,0.42820,1.94804,5.88430,7.83234
0.41856,0.43257,0.42556,1.97894,5.86244,7.84137
0.42446,0.43760,0.43103,1.96177,5.86760,7.82938
0.43654,0.45122,0.44388,1.94817,5.86501,7.81319
0.44252,0.45480,0.44866,1.93545,5.86027,7.79572
0.44422,0.45540,0.44981,1.93872,5.85266,7.79138
0.43955,0.45029,0.44492,1.93351,5.87144,7.80496
0.44023,0.45130,0.44576,1.92837,5.87338,7.80175
0.41656,0.42020,0.41838,1.87040,5.88453,7.75493
0.43560,0.44263,0.43912,1.92426,5.83000,7.75426
0.42473,0.43145,0.42809,1.93616,5.82582,7.76198
0.42576,0.43447,0.43011,1.95616,5.82744,7.78360
0.43400,0.44401,0.43900,1.93990,5.83663,7.77653
0.43838,0.44496,0.44167,1.94376,5.83698,7.78074
0.43751,0.44540,0.44146,1.93978,5.83003,7.76980
0.43607,0.44434,0.44021,1.93141,5.84434,7.77575
0.43394,0.44148,0.43771,1.92933,5.85184,7.78117
0.42640,0.42625,0.42632,1.93485,5.90412,7.83897
0.42411,0.43814,0.43112,1.96558,5.84761,7.81318
0.42100,0.43581,0.42841,2.00612,5.82842,7.83455
0.43003,0.44352,0.43677,1.98215,5.83310,7.81525
0.43144,0.44125,0.43634,1.97540,5.82547,7.80087
0.43951,0.44670,0.44311,1.98329,5.82930,7.81259
0.43870,0.44690,0.44280,1.97808,5.82508,7.80316
0.43382,0.44262,0.43822,1.97393,5.84200,7.81593
0.43498,0.44322,0.43910,1.96667,5.84286,7.80953
0.43521,0.42319,0.42920,1.95617,5.80879,7.76496
0.42453,0.43297,0.42875,1.96276,5.76832,7.73108
0.41746,0.43024,0.42385,1.96581,5.76008,7.72589
0.42345,0.43499,0.42922,1.96430,5.78560,7.74990
0.43485,0.44580,0.44032,1.96711,5.78930,7.75641
0.44071,0.45246,0.44659,1.96238,5.79409,7.75648
0.44129,0.45243,0.44686,1.95381,5.79125,7.74505
0.44010,0.45192,0.44601,1.94674,5.80592,7.75266
0.43727,0.44788,0.44258,1.94149,5.80865,7.75013
0.43885,0.45185,0.44535,1.94598,5.83752,7.78350
0.42683,0.44182,0.43433,1.98961,5.77922,7.76883
0.42811,0.44131,0.43471,1.98049,5.77275,7.75324
0.42127,0.43786,0.42956,1.98249,5.78210,7.76459
0.43388,0.44741,0.44064,1.97673,5.77440,7.75113
0.43773,0.45112,0.44443,1.97075,5.78188,7.75263
0.43496,0.44726,0.44111,1.96429,5.77702,7.74131
0.43225,0.44564,0.43894,1.96604,5.78664,7.75268
0.43284,0.44535,0.43909,1.95754,5.78856,7.74610
0.37997,0.38210,0.38104,2.01753,5.86627,7.88380
0.41279,0.42137,0.41708,2.05820,5.80204,7.86024
0.42318,0.43948,0.43133,2.03570,5.78390,7.81960
0.42590,0.44127,0.43358,2.00409,5.78085,7.78494
0.42553,0.43992,0.43273,1.99570,5.78019,7.77589
0.43328,0.44649,0.43988,2.00852,5.77862,7.78714
0.44019,0.45422,0.44720,1.99234,5.77491,7.76725
0.43477,0.44770,0.44124,1.97350,5.78736,7.76086
0.43253,0.44478,0.43866,1.96254,5.78364,7.74618
0.41225,0.42019,0.41622,1.91075,5.82686,7.73761
0.43045,0.44402,0.43723,1.91897,5.75597,7.67494
0.42964,0.44692,0.43828,1.94364,5.71242,7.65605
0.42965,0.44645,0.43805,1.94244,5.71914,7.66157
0.44008,0.45287,0.44647,1.93736,5.71422,7.65157
0.43530,0.44634,0.44082,1.93789,5.71164,7.64953
0.43619,0.44745,0.44182,1.93378,5.70714,7.64093
0.43289,0.44569,0.43929,1.92526,5.72237,7.64763
0.43188,0.44404,0.43796,1.92545,5.72185,7.64730
0.40589,0.39876,0.40232,1.99060,5.78028,7.77089
0.43998,0.43819,0.43909,2.06219,5.71564,7.77784
0.44198,0.44396,0.44297,2.01461,5.69677,7.71137
0.43224,0.43615,0.43420,2.02222,5.71509,7.73731
0.44835,0.45044,0.44940,2.02615,5.72217,7.74833
0.44556,0.44909,0.44733,2.00630,5.72234,7.72864
0.44226,0.44654,0.44440,1.99740,5.71670,7.71410
0.43553,0.44175,0.43864,2.00022,5.73055,7.73077
0.43556,0.44118,0.43837,2.00005,5.73357,7.73362
0.40134,0.40460,0.40297,2.08380,5.79216,7.87596
0.41326,0.42245,0.41785,2.04965,5.74165,7.79130
0.40835,0.41837,0.41336,2.05115,5.70974,7.76090
0.45088,0.45483,0.45285,2.08227,5.72737,7.80964
0.44324,0.44722,0.44523,2.05707,5.72578,7.78285
0.44259,0.44696,0.44477,2.04193,5.72454,7.76646
0.44166,0.44676,0.44421,2.03084,5.71839,7.74923
0.43545,0.44235,0.43890,2.02645,5.73109,7.75754
0.43688,0.44292,0.43990,2.02090,5.73094,7.75183
0.42830,0.42741,0.42785,2.10070,5.79543,7.89613
0.41498,0.42858,0.42178,2.10264,5.74978,7.85242
0.41130,0.42439,0.41785,2.08470,5.70540,7.79010
0.40994,0.41982,0.41488,2.08003,5.71251,7.79254
0.41968,0.42973,0.42471,2.06493,5.71163,7.77656
0.41861,0.42758,0.42309,2.06242,5.71052,7.77294
0.41708,0.42625,0.42166,2.05571,5.70425,7.75997
0.41237,0.42183,0.41710,2.05367,5.72347,7.77714
0.41354,0.42239,0.41797,2.05355,5.72653,7.78008
0.40973,0.39714,0.40344,2.00264,5.71229,7.71493
0.42777,0.43053,0.42915,2.04271,5.67461,7.71733
0.43569,0.44257,0.43913,2.03632,5.65850,7.69481
0.42886,0.43681,0.43283,2.04103,5.66370,7.70473
0.43961,0.44573,0.44267,2.04797,5.66540,7.71337
0.43414,0.43966,0.43690,2.05164,5.68180,7.73344
0.44251,0.44785,0.44518,2.05425,5.67963,7.73388
0.43837,0.44316,0.44077,2.04198,5.70010,7.74208
0.43468,0.43964,0.43716,2.03123,5.70179,7.73302
0.38851,0.38463,0.38657,2.08185,5.70823,7.79008
0.41134,0.41539,0.41336,2.12405,5.66555,7.78960
0.40735,0.41252,0.40994,2.11610,5.66161,7.77771
0.40181,0.40788,0.40485,2.12037,5.68404,7.80441
0.40334,0.41225,0.40779,2.10687,5.68414,7.79101
0.40743,0.41464,0.41103,2.11351,5.69060,7.80411
0.41407,0.42520,0.41964,2.10255,5.68631,7.78886
0.40918,0.42056,0.41487,2.09777,5.69816,7.79592
0.41444,0.42445,0.41944,2.09118,5.69996,7.79114
0.38823,0.38170,0.38497,2.04382,5.73893,7.78275
0.39650,0.39805,0.39728,2.10232,5.67999,7.78232
0.38950,0.39719,0.39334,2.09811,5.65954,7.75765
0.39242,0.40472,0.39857,2.11287,5.67755,7.79042
0.40315,0.41280,0.40798,2.11747,5.67531,7.79277
0.41041,0.42043,0.41542,2.11608,5.67484,7.79092
0.41364,0.42432,0.41898,2.09569,5.67044,7.76613
0.40938,0.42113,0.41526,2.08750,5.68224,7.76974
0.41214,0.42203,0.41709,2.08211,5.69019,7.77229
0.41156,0.40625,0.40891,2.11674,5.71933,7.83606
0.40933,0.41652,0.41292,2.12502,5.67502,7.80004
0.39427,0.40502,0.39964,2.14514,5.64870,7.79384
0.39797,0.40669,0.40233,2.15822,5.66028,7.81849
0.40635,0.41654,0.41144,2.14883,5.66027,7.80909
0.40964,0.42046,0.41505,2.13940,5.65835,7.79776
0.40841,0.41996,0.41419,2.14496,5.65816,7.80312
0.40282,0.41573,0.40927,2.14380,5.67388,7.81768
0.41795,0.43137,0.42466,2.15292,5.67663,7.82955
0.37019,0.36663,0.36841,2.07558,5.70598,7.78156
0.39960,0.40158,0.40059,2.11676,5.64664,7.76340
0.39072,0.39706,0.39389,2.12154,5.62903,7.75057
0.39054,0.39523,0.39288,2.13634,5.63471,7.77106
0.39027,0.39677,0.39352,2.14237,5.63280,7.77518
0.40132,0.40370,0.40251,2.15430,5.63734,7.79164
0.42501,0.43103,0.42802,2.14333,5.63157,7.77491
0.41778,0.42346,0.42062,2.13208,5.64804,7.78012
0.41772,0.42273,0.42023,2.12076,5.65418,7.77494
0.41462,0.40716,0.41089,2.01839,5.71224,7.73063
0.41140,0.42511,0.41825,2.02699,5.64615,7.67314
0.40747,0.41858,0.41303,2.04614,5.61421,7.66036
0.40024,0.40984,0.40504,2.07913,5.62932,7.70845
0.40080,0.41037,0.40558,2.07466,5.62809,7.70275
0.40716,0.41188,0.40952,2.10034,5.62996,7.73031
0.41001,0.41639,0.41320,2.10869,5.62920,7.73789
0.40415,0.41224,0.40820,2.10971,5.64884,7.75855
0.40530,0.41287,0.40909,2.10770,5.64838,7.75608
